County,State,crime_rate_per_100000,INflow,OUTflow,NET in,GROSS out
st. louis city,mo,1791.995377,26054.0,32655.0,-8636.0,56674.0
crittenden county,ar,1754.914968,2240.0,4135.0,-1933.0,6337.0
alexander county,il,1664.700485,2530.0,2944.0,-611.0,5277.0
kenedy county,tx,1456.31068,1.0,32.0,-31.0,33.0
de soto parish,la,1447.40243,1189.0,1148.0,12.0,2308.0
baltimore city,md,1419.537569,40638.0,46472.0,-9428.0,83516.0
marlboro county,sc,1253.437132,1558.0,1634.0,-130.0,3138.0
storey county,nv,1217.656012,575.0,203.0,372.0,778.0
dillon county,sc,1165.583272,1376.0,855.0,493.0,2203.0
philadelphia county,pa,1150.29633,79835.0,81524.0,-13015.0,150033.0
pershing county,nv,1148.756725,758.0,302.0,456.0,1060.0
northwest arctic borough,ak,1014.964216,374.0,624.0,-254.0,994.0
pemiscot county,mo,998.7095326,790.0,1148.0,-358.0,1938.0
iberville parish,la,974.0162436,3163.0,2226.0,920.0,5372.0
pulaski county,ar,959.9165823,44187.0,34640.0,7261.0,76541.0
miller county,ar,956.1771347,5469.0,3852.0,1581.0,9285.0
muskogee county,ok,954.4400666,5171.0,4775.0,252.0,9802.0
barnwell county,sc,953.9310095,1579.0,1408.0,138.0,2954.0
tangipahoa parish,la,952.8593755,6704.0,5825.0,728.0,12378.0
dillingham census area,ak,938.1237525,266.0,363.0,-173.0,553.0
dougherty county,ga,930.4176661,6562.0,6278.0,104.0,12660.0
genesee county,mi,922.7783984,16249.0,21038.0,-5380.0,36696.0
macon county,al,919.341731,11352.0,9952.0,972.0,20876.0
milwaukee county,wi,912.6349471,38677.0,44351.0,-9246.0,79456.0
greene county,al,903.4766697,58923.0,49068.0,6825.0,104961.0
rock county,mn,892.8571429,7286.0,7071.0,-176.0,13966.0
san joaquin county,ca,887.1644385,37046.0,31232.0,2021.0,64485.0
pottawattamie county,ia,873.5225606,4494.0,6115.0,-1872.0,10358.0
nolan county,tx,871.1844118,1193.0,1565.0,-490.0,2640.0
kodiak island borough,ak,856.0311284,1653.0,1702.0,-260.0,3144.0
winnebago county,il,854.9331535,27197.0,23030.0,2459.0,48519.0
suffolk county,ma,831.2342903,121655.0,119793.0,-17658.0,221928.0
saginaw county,mi,828.830479,8527.0,9166.0,-1055.0,17277.0
dallas county,al,828.6503477,151431.0,157364.0,-27799.0,286929.0
anchorage municipality,ak,824.7217146,19930.0,26117.0,-8658.0,43576.0
phillips county,ar,818.6675817,1157.0,1870.0,-735.0,3005.0
sangamon county,il,817.9969369,8075.0,8935.0,-1391.0,16479.0
robeson county,nc,809.8427036,4190.0,4921.0,-981.0,8861.0
meade county,ks,805.8945429,7428.0,5167.0,1792.0,12126.0
jefferson county,al,798.3574913,200796.0,191323.0,-2882.0,379764.0
orleans parish,la,782.1184796,22831.0,28117.0,-7328.0,48906.0
ector county,tx,781.9089826,11090.0,11390.0,-881.0,21899.0
avoyelles parish,la,777.2585293,1629.0,1767.0,-250.0,3284.0
rapides parish,la,773.792033,6300.0,5867.0,225.0,11959.0
mississippi county,ar,763.9897241,3020.0,2975.0,-13.0,5937.0
colleton county,sc,762.1467132,707.0,1749.0,-1048.0,2450.0
modoc county,ca,754.3456871,724.0,778.0,-62.0,1494.0
alameda county,ca,753.6935735,104727.0,102970.0,-18751.0,187189.0
darlington county,sc,746.3016118,3019.0,3223.0,-256.0,6190.0
red river parish,la,742.0733078,304.0,122.0,182.0,426.0
lubbock county,tx,740.6920961,30745.0,18328.0,10592.0,47248.0
socorro county,nm,739.3084622,813.0,1500.0,-723.0,2277.0
bernalillo county,nm,738.4818924,32419.0,34569.0,-5618.0,63520.0
shasta county,ca,725.2206951,9651.0,9022.0,-29.0,18015.0
north slope borough,ak,722.6925459,925.0,568.0,325.0,1461.0
hinds county,ms,721.5219335,13306.0,15450.0,-2651.0,28249.0
cibola county,nm,720.6877629,2217.0,1277.0,842.0,3396.0
tulsa county,ok,719.1412721,37967.0,35358.0,27.0,70743.0
putnam county,fl,717.8582747,23647.0,20971.0,1715.0,43657.0
san francisco county,ca,701.4217104,62927.0,72854.0,-21393.0,124315.0
bamberg county,sc,699.9351912,1040.0,1240.0,-266.0,2214.0
merced county,ca,696.3544912,15245.0,12699.0,1165.0,26563.0
jim wells county,tx,695.7773512,1632.0,2682.0,-1162.0,4202.0
oklahoma county,ok,694.8738489,47391.0,43595.0,460.0,87650.0
mckinley county,nm,694.3307688,2206.0,2985.0,-897.0,5073.0
alpine county,ca,690.2502157,114.0,126.0,-12.0,240.0
dyer county,tn,688.2474551,1765.0,2312.0,-558.0,4066.0
guadalupe county,nm,681.1689739,12985.0,11725.0,668.0,24118.0
mcdonald county,mo,673.8186009,1271.0,1607.0,-375.0,2839.0
taylor county,fl,673.754211,18851.0,17603.0,-216.0,34990.0
wayne county,ga,668.2847358,97283.0,98462.0,-10918.0,186006.0
east baton rouge parish,la,667.0754469,23932.0,22840.0,-616.0,45064.0
leon county,fl,664.1948589,31391.0,23707.0,5911.0,53325.0
lander county,nv,663.1299735,309.0,442.0,-176.0,708.0
leflore county,ms,661.2459265,522.0,1445.0,-934.0,1956.0
peach county,ga,658.9175983,1926.0,2194.0,-280.0,4108.0
burke county,ga,658.7270427,5169.0,6006.0,-1034.0,10978.0
miami-dade county,fl,656.0124348,97749.0,102258.0,-47071.0,157445.0
crockett county,tn,651.0862861,847.0,1028.0,-189.0,1867.0
lenoir county,nc,650.100146,2867.0,2582.0,210.0,5374.0
hempstead county,ar,649.6395835,1154.0,798.0,343.0,1939.0
richmond city,va,644.9835135,27652.0,22218.0,3608.0,48044.0
jefferson davis county,ms,644.4593237,522.0,600.0,-179.0,1021.0
conecuh county,al,644.0599053,105.0,444.0,-339.0,549.0
morehouse parish,la,639.3909155,706.0,1130.0,-426.0,1834.0
early county,ga,635.553026,475.0,602.0,-129.0,1075.0
new york county,ny,634.0093435,127305.0,133031.0,-33913.0,232149.0
bronx county,ny,632.0428157,52941.0,63870.0,-22601.0,105139.0
queens county,ny,630.3962024,77012.0,104277.0,-47565.0,160989.0
warren county,ga,629.7229219,60212.0,48820.0,8412.0,106052.0
nash county,nc,628.8580653,7521.0,4949.0,2192.0,12090.0
cocke county,tn,625.7222582,1270.0,1481.0,-350.0,2612.0
bowie county,tx,622.5464503,4791.0,6660.0,-2031.0,11289.0
hampton county,sc,622.3049784,802.0,1779.0,-1019.0,2539.0
hendry county,fl,621.814203,2510.0,1857.0,-259.0,3455.0
duval county,fl,621.5464156,56651.0,54545.0,-3711.0,105379.0
durham county,nc,621.2408853,30897.0,28001.0,-485.0,55517.0
escambia county,al,618.6978385,31633.0,24858.0,5230.0,54946.0
horry county,sc,617.6419817,19250.0,16856.0,1776.0,35488.0
nueces county,tx,616.5739392,19618.0,17803.0,636.0,36242.0
edgecombe county,nc,615.3956886,1997.0,3471.0,-1524.0,5418.0
caddo parish,la,614.7822368,9472.0,13078.0,-4258.0,21898.0
graham county,az,613.6278747,4490.0,3932.0,192.0,8056.0
madera county,ca,612.9051309,9462.0,8275.0,597.0,17147.0
sebastian county,ar,612.5237549,7978.0,6879.0,885.0,14643.0
emanuel county,ga,612.2359732,1652.0,1335.0,276.0,2946.0
nye county,nv,609.9723385,3298.0,3126.0,82.0,6334.0
greenlee county,az,607.8019671,1127.0,598.0,517.0,1713.0
alachua county,fl,605.2451953,28455.0,24100.0,1297.0,49497.0
union county,ar,604.5117216,73148.0,61508.0,6456.0,129472.0
peoria county,il,603.941007,7543.0,12277.0,-5373.0,19181.0
madison county,al,603.3578174,91114.0,82121.0,4398.0,168640.0
williamsburg county,sc,601.8084495,996.0,1333.0,-404.0,2262.0
denver county,co,599.0808243,82230.0,81587.0,-4052.0,159122.0
lowndes county,al,597.9631879,11690.0,12052.0,-1037.0,23067.0
willacy county,tx,597.6004744,1061.0,1055.0,-86.0,2024.0
arkansas county,ar,591.1487458,634.0,2189.0,-1576.0,2802.0
chicot county,ar,591.0895457,638.0,605.0,33.0,1243.0
cochise county,az,590.856781,12178.0,11387.0,-487.0,22287.0
wyandotte county,ks,590.457901,11087.0,12340.0,-2224.0,22456.0
turner county,ga,590.1155643,1244.0,1178.0,52.0,2408.0
lake county,ca,588.7879737,119953.0,106039.0,5614.0,217692.0
luna county,nm,588.020601,1135.0,2026.0,-1137.0,2915.0
manatee county,fl,585.7833537,30754.0,18474.0,9552.0,46500.0
hampden county,ma,583.3274487,17262.0,17277.0,-1349.0,33205.0
haralson county,ga,582.5583436,1716.0,1831.0,-201.0,3461.0
new castle county,de,581.7888096,26363.0,23373.0,468.0,47214.0
calhoun county,al,580.7976974,19875.0,17548.0,1301.0,36397.0
st. james parish,la,579.2570798,538.0,784.0,-277.0,1291.0
greenville county,sc,577.3131534,33983.0,28897.0,1104.0,58898.0
concordia parish,la,577.2429312,1559.0,961.0,348.0,2270.0
kern county,ca,575.8432818,41076.0,35742.0,1851.0,73335.0
clayton county,ga,575.2781773,27296.0,23175.0,3018.0,49368.0
plumas county,ca,572.6708733,1612.0,1562.0,-38.0,3086.0
emporia city,va,572.6556908,601.0,399.0,196.0,994.0
kershaw county,sc,571.0538102,3418.0,3252.0,31.0,6535.0
mecosta county,mi,570.6597383,4635.0,2811.0,1691.0,7313.0
natchitoches parish,la,569.7787317,2889.0,1201.0,1500.0,3902.0
eddy county,nm,569.6670332,2913.0,5017.0,-2178.0,7856.0
west carroll parish,la,566.9428696,198.0,488.0,-299.0,677.0
vermilion county,il,565.1757149,1995.0,3879.0,-2017.0,5741.0
rio arriba county,nm,563.9848273,1723.0,1362.0,341.0,3065.0
hardeman county,tn,562.6092907,1630.0,1567.0,61.0,3195.0
independence county,ar,562.2077466,2005.0,2097.0,-141.0,4053.0
st. mary parish,la,562.1649889,3156.0,2784.0,162.0,5730.0
chambers county,al,562.0279843,4679.0,3765.0,854.0,8384.0
tehama county,ca,561.3968314,3702.0,3399.0,219.0,7017.0
brooks county,ga,560.7115236,2112.0,1145.0,751.0,3041.0
champaign county,il,560.2815073,26120.0,16305.0,7033.0,39643.0
glynn county,ga,559.4542867,6242.0,4686.0,1398.0,10770.0
petersburg city,va,559.3459955,4823.0,4663.0,-24.0,9302.0
norfolk city,va,558.2211677,35545.0,24863.0,8494.0,58220.0
henderson county,il,557.9399142,16787.0,13470.0,2698.0,29638.0
sierra county,ca,557.9258287,769.0,837.0,-108.0,1566.0
east carroll parish,la,557.843007,1683.0,932.0,734.0,2598.0
mecklenburg county,nc,556.9251355,80014.0,73731.0,-2725.0,144737.0
del norte county,ca,556.0937108,2272.0,2442.0,-171.0,4713.0
prince george's county,md,555.679764,58713.0,50832.0,656.0,102320.0
lafayette parish,la,554.917802,12156.0,11870.0,-386.0,23354.0
sumter county,al,553.8507597,20388.0,16412.0,2583.0,35407.0
maury county,tn,552.7632192,7433.0,5363.0,1851.0,12577.0
mobile county,al,552.3100664,12496.0,17364.0,-5565.0,29163.0
st. landry parish,la,551.2018597,2402.0,3283.0,-963.0,5603.0
tift county,ga,551.0599216,1816.0,2207.0,-435.0,3979.0
pinellas county,fl,550.6712247,58850.0,46088.0,7827.0,100003.0
roanoke city,va,550.4493983,8357.0,8675.0,-534.0,16816.0
clarendon county,sc,550.1382623,1275.0,1064.0,97.0,2225.0
chaves county,nm,549.9597405,3868.0,2993.0,572.0,6558.0
quitman county,ga,549.2184199,411.0,674.0,-271.0,1077.0
wicomico county,md,549.080241,7862.0,5206.0,1911.0,12323.0
sacramento county,ca,547.6937429,83257.0,68852.0,4341.0,142045.0
andrews county,tx,547.6516459,1233.0,1004.0,190.0,2198.0
stanislaus county,ca,547.107372,22922.0,21870.0,-2368.0,41372.0
spalding county,ga,546.7734102,4533.0,5205.0,-728.0,9682.0
victoria county,tx,543.1643489,4593.0,4284.0,14.0,8582.0
st. francis county,ar,542.9200293,1764.0,3582.0,-1951.0,5213.0
wirt county,wv,542.2809693,269.0,267.0,2.0,536.0
halifax county,nc,540.6618899,2496.0,3283.0,-843.0,5723.0
jeff davis county,ga,539.8560384,1065.0,909.0,156.0,1974.0
cecil county,md,538.6947691,5636.0,5278.0,142.0,10698.0
brevard county,fl,537.9223453,35214.0,26434.0,6103.0,58971.0
butler county,al,537.8731804,45838.0,40412.0,2905.0,83729.0
fresno county,ca,534.2980847,33237.0,27786.0,1110.0,56682.0
kent county,de,534.1880342,56967.0,52031.0,1639.0,105701.0
anson county,nc,531.3252552,1369.0,1697.0,-415.0,2979.0
clinch county,ga,529.8013245,73.0,268.0,-195.0,341.0
wilkes county,ga,529.4705295,1653.0,2337.0,-758.0,3916.0
muskegon county,mi,529.2150075,9295.0,8365.0,448.0,17178.0
gadsden county,fl,528.2071265,4142.0,3853.0,289.0,7995.0
bullock county,al,526.3652599,299.0,552.0,-289.0,815.0
dauphin county,pa,525.2143487,19771.0,16609.0,1956.0,35174.0
hill county,mt,525.1086432,3641.0,2855.0,630.0,6340.0
vance county,nc,522.2281735,2544.0,2253.0,-10.0,4496.0
cuyahoga county,oh,521.2349405,48935.0,53266.0,-9687.0,96845.0
taney county,mo,520.7652823,4285.0,3339.0,722.0,7400.0
mcminn county,tn,517.7585449,4494.0,2678.0,1783.0,7139.0
bristol county,ma,515.394913,28466.0,22191.0,4504.0,48886.0
etowah county,al,513.8024266,4502.0,4332.0,7.0,8671.0
gonzales county,tx,512.0126034,811.0,1176.0,-374.0,1978.0
abbeville county,sc,511.8566801,1867.0,1507.0,346.0,3360.0
galax city,va,511.7270789,630.0,443.0,162.0,1048.0
dorchester county,md,508.2669933,14931.0,13844.0,511.0,28199.0
ben hill county,ga,508.1358835,662.0,1025.0,-382.0,1668.0
kings county,ca,508.081611,104572.0,152534.0,-67101.0,237967.0
baltimore county,md,508.0101821,46942.0,43108.0,-1498.0,84718.0
des moines county,ia,506.4229249,2099.0,1807.0,251.0,3865.0
okeechobee county,fl,505.9750826,2354.0,2314.0,-139.0,4489.0
calcasieu parish,la,504.3626086,8301.0,8148.0,-663.0,15633.0
randall county,tx,503.6608315,13202.0,10514.0,2278.0,23306.0
st. charles parish,la,503.6395081,2395.0,3040.0,-748.0,5332.0
pueblo county,co,501.7002063,8327.0,8868.0,-871.0,16865.0
mcnairy county,tn,501.1476664,948.0,1405.0,-499.0,2311.0
lea county,nm,501.0137816,3679.0,3727.0,-368.0,7086.0
franklin county,al,497.9068882,132672.0,120626.0,552.0,241804.0
geary county,ks,497.5390541,5402.0,7570.0,-2782.0,12358.0
tallapoosa county,al,497.5365871,2611.0,1788.0,796.0,4372.0
dewitt county,tx,497.4881725,1039.0,1813.0,-783.0,2843.0
bay county,fl,497.1797905,19468.0,20823.0,-2268.0,39378.0
st. helena parish,la,496.5517241,702.0,430.0,272.0,1132.0
washington parish,la,495.4867619,1523.0,1768.0,-258.0,3278.0
valencia county,nm,492.8949714,3885.0,3951.0,-238.0,7664.0
gregg county,tx,492.5868123,9076.0,7901.0,1054.0,16856.0
kleberg county,tx,492.1965048,2791.0,2993.0,-438.0,5548.0
muscogee county,ga,490.5731077,20664.0,16156.0,2705.0,35017.0
nantucket county,ma,490.4317723,664.0,744.0,-122.0,1366.0
osceola county,fl,488.4356659,33651.0,23982.0,6135.0,54099.0
shawnee county,ks,488.1703955,8305.0,7918.0,62.0,15898.0
ingham county,mi,485.4128135,31231.0,20827.0,8132.0,49786.0
cloud county,ks,484.2875592,560.0,407.0,147.0,961.0
bradford county,fl,484.1713222,5752.0,4317.0,1201.0,9835.0
colbert county,al,482.3917828,1844.0,3141.0,-1433.0,4849.0
passaic county,nj,481.7351959,18211.0,21321.0,-5999.0,36643.0
portsmouth city,va,481.2639676,8776.0,9887.0,-1505.0,18269.0
monroe county,al,481.201655,94661.0,77032.0,9977.0,164041.0
clarke county,al,480.0253898,24035.0,16721.0,6211.0,39653.0
pointe coupee parish,la,480.0213343,1163.0,926.0,148.0,2000.0
crenshaw county,al,479.0504791,574.0,584.0,-10.0,1158.0
palm beach county,fl,478.6575434,86466.0,61557.0,9366.0,132480.0
pima county,az,478.147697,68666.0,45015.0,16121.0,106151.0
multnomah county,or,477.461544,62200.0,56754.0,-1501.0,112007.0
georgetown county,sc,476.5056254,4502.0,2408.0,1967.0,6783.0
chesterfield county,sc,476.2213997,25919.0,24235.0,107.0,48577.0
crisp county,ga,475.6599246,1259.0,1576.0,-317.0,2835.0
de baca county,nm,471.9454641,76.0,282.0,-206.0,358.0
radford city,va,471.3687151,3201.0,1408.0,1772.0,4588.0
broward county,fl,470.9480521,105824.0,87230.0,-7035.0,167425.0
raleigh county,wv,470.6150977,3963.0,3662.0,142.0,7466.0
muscatine county,ia,469.2314875,1326.0,2443.0,-1248.0,3638.0
dimmit county,tx,468.0187207,273.0,706.0,-452.0,960.0
okaloosa county,fl,464.3699274,22424.0,19733.0,573.0,40039.0
reno county,ks,464.2467674,4269.0,3904.0,48.0,7856.0
decatur county,ga,464.1982529,5175.0,3967.0,1103.0,9037.0
hamblen county,tn,462.948283,3139.0,4774.0,-1864.0,7684.0
mccurtain county,ok,462.7249357,815.0,1798.0,-1009.0,2587.0
ramsey county,mn,462.49008,47394.0,43465.0,182.0,87112.0
tulare county,ca,462.4094173,12732.0,13044.0,-1770.0,24318.0
ouachita parish,la,462.1687364,5348.0,6368.0,-1409.0,11327.0
marengo county,al,461.4239643,471.0,739.0,-270.0,1208.0
barrow county,ga,460.4425287,6492.0,5978.0,183.0,12139.0
erie county,ny,459.3060294,48940.0,45936.0,-1743.0,90129.0
bourbon county,ks,457.8507945,1840.0,2179.0,-354.0,4004.0
atlantic county,nj,457.4751144,11898.0,12571.0,-1896.0,23246.0
white pine county,nv,457.3928607,1268.0,672.0,565.0,1909.0
sussex county,de,457.297156,19447.0,17314.0,1202.0,35830.0
kanawha county,wv,455.3653117,6615.0,7674.0,-1332.0,14016.0
richmond county,ga,454.9437385,33768.0,32078.0,-1357.0,62799.0
newberry county,sc,453.0796088,1677.0,1628.0,-23.0,3233.0
florence county,sc,451.8311814,5771.0,6470.0,-941.0,11999.0
hunt county,tx,451.4750482,8042.0,5585.0,2017.0,13187.0
claiborne parish,la,450.4504505,822.0,532.0,275.0,1339.0
canadian county,ok,450.3540195,11571.0,9059.0,2245.0,20363.0
schenectady county,ny,450.0009657,8747.0,9654.0,-1459.0,17849.0
russell county,al,449.7776286,7312.0,6719.0,434.0,13872.0
inyo county,ca,449.4503709,1250.0,2212.0,-968.0,3456.0
saluda county,sc,447.9617739,1620.0,952.0,332.0,2236.0
charlottesville city,va,446.4587702,8168.0,8422.0,-883.0,15961.0
los angeles county,ca,444.800814,267518.0,325093.0,-123418.0,526768.0
walker county,al,443.9528471,15896.0,15525.0,-3.0,31047.0
leavenworth county,ks,443.8191469,11497.0,9027.0,1746.0,19800.0
anne arundel county,md,442.1108318,42572.0,38147.0,1183.0,77477.0
guilford county,nc,441.7599337,36493.0,28263.0,5532.0,62058.0
hudson county,nj,441.3265847,39882.0,46900.0,-16387.0,77413.0
jefferson parish,la,440.2358045,20936.0,20602.0,-2461.0,38743.0
grenada county,ms,439.5706089,779.0,1063.0,-284.0,1842.0
catahoula parish,la,439.5389725,1023.0,369.0,647.0,1385.0
alamance county,nc,436.5907059,10167.0,7913.0,1524.0,17350.0
madison parish,la,435.9855789,861.0,634.0,183.0,1451.0
gulf county,fl,435.908775,2386.0,1583.0,774.0,3940.0
monterey county,ca,435.1415259,25981.0,22830.0,-493.0,45167.0
laclede county,mo,434.5753778,1193.0,1515.0,-396.0,2634.0
solano county,ca,434.5697148,30586.0,24593.0,3454.0,52640.0
wilbarger county,tx,434.0872744,973.0,1012.0,-39.0,1985.0
sweetwater county,wy,433.2736477,3318.0,2674.0,517.0,5865.0
hemphill county,tx,432.9004329,350.0,326.0,24.0,676.0
san bernardino county,ca,432.4902041,115941.0,88691.0,17756.0,195138.0
forest county,pa,432.4465994,1376.0,1200.0,149.0,2549.0
tuscaloosa county,al,432.2257134,16798.0,9789.0,6348.0,25926.0
desoto county,fl,431.6713503,13651.0,10969.0,1996.0,23934.0
spartanburg county,sc,431.3174256,18312.0,14039.0,3750.0,31828.0
volusia county,fl,431.3099042,38241.0,22891.0,13651.0,59433.0
bexar county,tx,431.0605685,105997.0,88064.0,4695.0,180823.0
clay county,al,430.075634,58867.0,43307.0,13317.0,99931.0
black hawk county,ia,430.0393826,8731.0,8693.0,-562.0,16824.0
webb county,tx,429.3415113,6531.0,7228.0,-3932.0,10524.0
cowley county,ks,425.3673627,2359.0,1942.0,373.0,4257.0
barton county,ks,425.3153513,1893.0,2607.0,-846.0,4368.0
hockley county,tx,424.9893753,1736.0,1414.0,238.0,3066.0
schoolcraft county,mi,424.3967503,388.0,558.0,-177.0,939.0
rusk county,tx,423.3337063,7387.0,4568.0,2715.0,11851.0
mclennan county,tx,421.5652577,18637.0,13303.0,4273.0,30879.0
trousdale county,tn,421.5636178,691.0,697.0,-30.0,1364.0
barnstable county,ma,421.4149495,9971.0,10665.0,-1740.0,19590.0
winkler county,tx,420.7204838,292.0,497.0,-223.0,771.0
stonewall county,tx,418.9944134,81.0,128.0,-68.0,188.0
brazos county,tx,418.8734225,29256.0,21637.0,5096.0,48370.0
finney county,ks,417.812281,1652.0,2839.0,-1275.0,4403.0
newport news city,va,416.9871443,18292.0,17324.0,22.0,34670.0
tarrant county,tx,416.156389,121902.0,97466.0,12877.0,207809.0
cherokee county,al,415.9829027,33134.0,28158.0,3788.0,60104.0
cole county,mo,415.9115503,4698.0,5004.0,-395.0,9613.0
desha county,ar,415.8336665,520.0,701.0,-213.0,1189.0
hopewell city,va,415.1062582,2098.0,1860.0,230.0,3950.0
orangeburg county,sc,414.5499329,3265.0,4683.0,-1671.0,7695.0
huerfano county,co,414.1739531,445.0,408.0,37.0,853.0
pike county,al,413.929632,16721.0,16119.0,17.0,32255.0
oglethorpe county,ga,412.4278251,831.0,943.0,-134.0,1752.0
zavala county,tx,411.319513,240.0,537.0,-317.0,757.0
dale county,al,410.9534119,6178.0,4056.0,1881.0,9993.0
dallam county,tx,410.9394927,602.0,898.0,-563.0,1233.0
mendocino county,ca,410.5881274,4101.0,4152.0,-231.0,8073.0
vernon county,mo,410.5207886,2221.0,2465.0,-426.0,4504.0
lassen county,ca,410.4094767,6099.0,3651.0,2311.0,9613.0
maricopa county,az,410.2097764,215192.0,148497.0,41348.0,338342.0
hennepin county,mn,410.0842691,84966.0,79982.0,-4125.0,155839.0
allegheny county,pa,409.4916311,57964.0,54375.0,-3804.0,104946.0
ellis county,ks,409.4835002,13096.0,10925.0,1749.0,23599.0
ware county,ga,408.8605114,1287.0,2340.0,-1053.0,3627.0
childress county,tx,408.7385483,690.0,606.0,84.0,1296.0
hidalgo county,nm,408.2509669,21896.0,22156.0,-4942.0,39370.0
bartow county,ga,407.8085966,7185.0,6079.0,894.0,13052.0
hardin county,il,406.6012916,18349.0,15159.0,2393.0,32711.0
elkhart county,in,405.8575111,9471.0,12053.0,-3159.0,20947.0
charleston county,sc,402.3572772,28218.0,27846.0,-1704.0,53988.0
camden county,ga,402.1291476,35825.0,34626.0,-1337.0,67915.0
houston county,al,401.2810125,18123.0,20144.0,-3070.0,37218.0
curry county,nm,401.2016285,7332.0,5285.0,1156.0,11726.0
contra costa county,ca,400.6561842,64495.0,56278.0,-587.0,111969.0
wharton county,tx,400.3299689,1700.0,2567.0,-985.0,4149.0
mariposa county,ca,399.8873557,1350.0,1329.0,7.0,2665.0
pitt county,nc,399.3963148,21187.0,10167.0,10585.0,30919.0
la paz county,az,398.5435938,1620.0,1066.0,256.0,2388.0
fredericksburg city,va,398.1231338,5589.0,4891.0,338.0,10120.0
massac county,il,398.0627612,418.0,887.0,-534.0,1240.0
montgomery county,al,396.6310625,249766.0,219402.0,1142.0,439946.0
sequatchie county,tn,395.0684558,516.0,794.0,-284.0,1304.0
dunklin county,mo,394.172553,1817.0,2207.0,-512.0,3902.0
st. lucie county,fl,393.958833,22031.0,13796.0,6727.0,34319.0
uvalde county,tx,393.6715442,1389.0,1864.0,-600.0,3128.0
franklin city,va,393.6096319,233.0,929.0,-696.0,1162.0
new haven county,ct,392.9086256,39522.0,36269.0,-1147.0,71391.0
mcmullen county,tx,392.6701571,25.0,30.0,-5.0,55.0
bacon county,ga,392.296719,530.0,676.0,-167.0,1185.0
new hanover county,nc,391.5279907,20250.0,14817.0,4735.0,34369.0
harvey county,ks,391.4682939,2601.0,2224.0,316.0,4764.0
garland county,ar,388.9969436,6124.0,4747.0,1218.0,10712.0
yuba county,ca,388.6010363,7010.0,5669.0,922.0,12260.0
henry county,al,387.372803,31975.0,29392.0,1751.0,60535.0
clark county,ar,386.9322429,164372.0,118565.0,30635.0,267765.0
colquitt county,ga,386.8179363,3314.0,2092.0,311.0,4495.0
roosevelt county,mt,386.5168539,2783.0,2099.0,388.0,4586.0
bienville parish,la,386.2384665,406.0,554.0,-168.0,940.0
jennings county,in,385.9636698,1609.0,1376.0,159.0,2911.0
chatham county,ga,385.7287544,31854.0,26196.0,3574.0,55966.0
shannon county,mo,385.6815717,484.0,148.0,336.0,632.0
jackson county,al,385.2618459,105044.0,105137.0,-5503.0,204771.0
caddo county,ok,385.2132189,1671.0,1662.0,-106.0,3218.0
panola county,ms,383.6986222,2322.0,3358.0,-1056.0,5660.0
vermilion parish,la,383.1029653,2733.0,2786.0,-122.0,5450.0
terrebonne parish,la,382.2650312,4676.0,4557.0,-208.0,8906.0
angelina county,tx,381.9718439,5908.0,5124.0,601.0,10849.0
berkeley county,sc,381.9193898,31288.0,21501.0,8584.0,51586.0
irwin county,ga,381.8818288,594.0,765.0,-194.0,1336.0
niagara county,ny,381.7987482,6796.0,9022.0,-2534.0,15510.0
dekalb county,al,381.6202667,81431.0,73627.0,209.0,147463.0
stephens county,ga,381.5753611,4927.0,4071.0,505.0,8647.0
livingston parish,la,381.1925134,5481.0,6391.0,-1221.0,11561.0
navarro county,tx,380.9484158,2886.0,2820.0,-145.0,5495.0
giles county,tn,379.1831907,2647.0,2325.0,254.0,4904.0
el paso county,co,379.058506,112156.0,100473.0,-1757.0,199189.0
santa barbara county,ca,377.0969275,30246.0,23075.0,3362.0,49512.0
terrell county,ga,376.8565728,330.0,902.0,-582.0,1222.0
san benito county,ca,376.7361111,3877.0,2658.0,1036.0,6352.0
charles county,md,376.1513502,9808.0,9435.0,34.0,18904.0
allendale county,sc,376.0544771,786.0,523.0,216.0,1262.0
grimes county,tx,376.0378272,2300.0,2135.0,125.0,4395.0
kalamazoo county,mi,375.8885967,19881.0,16466.0,1652.0,34584.0
washoe county,nv,375.8089692,28108.0,22218.0,3827.0,48263.0
assumption parish,la,375.2102471,1329.0,1110.0,219.0,2439.0
onondaga county,ny,374.9036587,24070.0,24272.0,-3688.0,44856.0
rock island county,il,374.8523,7010.0,6647.0,-47.0,13247.0
gaston county,nc,374.8448095,13117.0,10079.0,2861.0,23019.0
essex county,ma,374.1394007,72168.0,74475.0,-13349.0,135601.0
atkinson county,ga,373.9445115,140.0,500.0,-360.0,640.0
hart county,ga,373.3396212,2397.0,2595.0,-300.0,4890.0
winston county,al,372.7325437,2842.0,2411.0,391.0,5213.0
mason county,il,371.9820326,10121.0,8896.0,781.0,18573.0
sunflower county,ms,371.4683716,1622.0,2393.0,-784.0,4002.0
columbus county,nc,370.3315515,2863.0,2869.0,-33.0,5705.0
san diego county,ca,368.6724057,165744.0,156835.0,-23739.0,289931.0
williams county,nd,368.305457,5741.0,5851.0,-322.0,11380.0
kay county,ok,368.1546249,3357.0,2575.0,697.0,5847.0
musselshell county,mt,367.249946,350.0,482.0,-132.0,832.0
spokane county,wa,366.5013204,36656.0,24039.0,10542.0,58620.0
rhea county,tn,366.0074432,1717.0,1960.0,-349.0,3571.0
